Gene	sgRNA	eff
DNAJB3	sgRNA072740	1
DNAJB3	sgRNA072739	1
DNAJB3	sgRNA072738	1
EIF2AK4	sgRNA072909	1
EIF2AK4	sgRNA072911	1
EIF2AK4	sgRNA072912	1
EIF2AK4	sgRNA072910	1
UQCRHL	sgRNA072968	1
UQCRHL	sgRNA072966	1
UQCRHL	sgRNA072967	1
UQCRHL	sgRNA072965	1
OR13G1	sgRNA073223	1
OR13G1	sgRNA073224	1
OR13G1	sgRNA073221	1
OR13G1	sgRNA073222	1
PHOSPHO2	sgRNA073411	1
PHOSPHO2	sgRNA073409	1
PHOSPHO2	sgRNA073410	1
PHOSPHO2	sgRNA073412	1
NPS	sgRNA073602	1
NPS	sgRNA073605	1
NPS	sgRNA073603	1
NPS	sgRNA073604	1
C1orf234	sgRNA074826	1
C1orf234	sgRNA074827	1
C1orf234	sgRNA074825	1
C1orf234	sgRNA074824	1
ERVMER34-1	sgRNA075674	1
ERVMER34-1	sgRNA075673	1
ERVMER34-1	sgRNA075672	1
ERVMER34-1	sgRNA075675	1
EPPIN-WFDC6	sgRNA076034	1
EPPIN-WFDC6	sgRNA076035	1
EPPIN-WFDC6	sgRNA076036	1
EPPIN-WFDC6	sgRNA076037	1
Non-Targeting Control	sgRNA077128	1
Non-Targeting Control	sgRNA077304	1
Non-Targeting Control	sgRNA076822	1
Non-Targeting Control	sgRNA076738	1
Non-Targeting Control	sgRNA077070	1
Non-Targeting Control	sgRNA077274	1
Non-Targeting Control	sgRNA076995	1
Non-Targeting Control	sgRNA077377	1
Non-Targeting Control	sgRNA077084	1
Non-Targeting Control	sgRNA076991	1
Non-Targeting Control	sgRNA077232	1
Non-Targeting Control	sgRNA077137	1
Non-Targeting Control	sgRNA076609	1
Non-Targeting Control	sgRNA076806	1
Non-Targeting Control	sgRNA077089	1
Non-Targeting Control	sgRNA077235	1
Non-Targeting Control	sgRNA077397	1
Non-Targeting Control	sgRNA077317	1
Non-Targeting Control	sgRNA076939	1
Non-Targeting Control	sgRNA077185	1
Non-Targeting Control	sgRNA077095	1
Non-Targeting Control	sgRNA077311	1
Non-Targeting Control	sgRNA077204	1
Non-Targeting Control	sgRNA076793	1
Non-Targeting Control	sgRNA077340	1
Non-Targeting Control	sgRNA077166	1
Non-Targeting Control	sgRNA076623	1
Non-Targeting Control	sgRNA076752	1
Non-Targeting Control	sgRNA076524	1
Non-Targeting Control	sgRNA077165	1
Non-Targeting Control	sgRNA076503	1
Non-Targeting Control	sgRNA077318	1
Non-Targeting Control	sgRNA076782	1
Non-Targeting Control	sgRNA077209	1
Non-Targeting Control	sgRNA076522	1
Non-Targeting Control	sgRNA077153	1
Non-Targeting Control	sgRNA076801	1
Non-Targeting Control	sgRNA076668	1
Non-Targeting Control	sgRNA076552	1
Non-Targeting Control	sgRNA077005	1
Non-Targeting Control	sgRNA076664	1
Non-Targeting Control	sgRNA076867	1
Non-Targeting Control	sgRNA077060	1
Non-Targeting Control	sgRNA077039	1
Non-Targeting Control	sgRNA076973	1
Non-Targeting Control	sgRNA076694	1
Non-Targeting Control	sgRNA077269	1
Non-Targeting Control	sgRNA077233	1
Non-Targeting Control	sgRNA077291	1
Non-Targeting Control	sgRNA076515	1
Non-Targeting Control	sgRNA076946	1
Non-Targeting Control	sgRNA077242	1
Non-Targeting Control	sgRNA076963	1
Non-Targeting Control	sgRNA077124	1
Non-Targeting Control	sgRNA077411	1
Non-Targeting Control	sgRNA076677	1
Non-Targeting Control	sgRNA077390	1
Non-Targeting Control	sgRNA077346	1
Non-Targeting Control	sgRNA076596	1
Non-Targeting Control	sgRNA076865	1
Non-Targeting Control	sgRNA076631	1
Non-Targeting Control	sgRNA076776	1
Non-Targeting Control	sgRNA077183	1
Non-Targeting Control	sgRNA076824	1
Non-Targeting Control	sgRNA076882	1
Non-Targeting Control	sgRNA076646	1
Non-Targeting Control	sgRNA076802	1
Non-Targeting Control	sgRNA077193	1
Non-Targeting Control	sgRNA076656	1
Non-Targeting Control	sgRNA077367	1
Non-Targeting Control	sgRNA076836	1
Non-Targeting Control	sgRNA076444	1
Non-Targeting Control	sgRNA076647	1
Non-Targeting Control	sgRNA077427	1
Non-Targeting Control	sgRNA077228	1
Non-Targeting Control	sgRNA076994	1
Non-Targeting Control	sgRNA077308	1
Non-Targeting Control	sgRNA077240	1
Non-Targeting Control	sgRNA076880	1
Non-Targeting Control	sgRNA076754	1
Non-Targeting Control	sgRNA076961	1
Non-Targeting Control	sgRNA076766	1
Non-Targeting Control	sgRNA076997	1
Non-Targeting Control	sgRNA077172	1
Non-Targeting Control	sgRNA076602	1
Non-Targeting Control	sgRNA076709	1
Non-Targeting Control	sgRNA077103	1
Non-Targeting Control	sgRNA076543	1
Non-Targeting Control	sgRNA077171	1
Non-Targeting Control	sgRNA076785	1
Non-Targeting Control	sgRNA076710	1
Non-Targeting Control	sgRNA076560	1
Non-Targeting Control	sgRNA076600	1
Non-Targeting Control	sgRNA076686	1
Non-Targeting Control	sgRNA076480	1
Non-Targeting Control	sgRNA076675	1
Non-Targeting Control	sgRNA077321	1
Non-Targeting Control	sgRNA076830	1
Non-Targeting Control	sgRNA076653	1
Non-Targeting Control	sgRNA076530	1
Non-Targeting Control	sgRNA077404	1
Non-Targeting Control	sgRNA076531	1
Non-Targeting Control	sgRNA077374	1
Non-Targeting Control	sgRNA077116	1
Non-Targeting Control	sgRNA076548	1
Non-Targeting Control	sgRNA077156	1
Non-Targeting Control	sgRNA076634	1
Non-Targeting Control	sgRNA076792	1
Non-Targeting Control	sgRNA077015	1
Non-Targeting Control	sgRNA076649	1
Non-Targeting Control	sgRNA077140	1
Non-Targeting Control	sgRNA077107	1
Non-Targeting Control	sgRNA076799	1
Non-Targeting Control	sgRNA076604	1
Non-Targeting Control	sgRNA076542	1
Non-Targeting Control	sgRNA077097	1
Non-Targeting Control	sgRNA077127	1
Non-Targeting Control	sgRNA077001	1
Non-Targeting Control	sgRNA076888	1
Non-Targeting Control	sgRNA077389	1
Non-Targeting Control	sgRNA076729	1
Non-Targeting Control	sgRNA077243	1
Non-Targeting Control	sgRNA076595	1
Non-Targeting Control	sgRNA076612	1
Non-Targeting Control	sgRNA076536	1
Non-Targeting Control	sgRNA076485	1
Non-Targeting Control	sgRNA077029	1
Non-Targeting Control	sgRNA076705	1
Non-Targeting Control	sgRNA076487	1
Non-Targeting Control	sgRNA076507	1
Non-Targeting Control	sgRNA077202	1
Non-Targeting Control	sgRNA076570	1
Non-Targeting Control	sgRNA076906	1
Non-Targeting Control	sgRNA077341	1
Non-Targeting Control	sgRNA077352	1
Non-Targeting Control	sgRNA076987	1
Non-Targeting Control	sgRNA077037	1
Non-Targeting Control	sgRNA076869	1
Non-Targeting Control	sgRNA077361	1
Non-Targeting Control	sgRNA076495	1
Non-Targeting Control	sgRNA077077	1
Non-Targeting Control	sgRNA076481	1
Non-Targeting Control	sgRNA076845	1
Non-Targeting Control	sgRNA076715	1
Non-Targeting Control	sgRNA077426	1
Non-Targeting Control	sgRNA076508	1
Non-Targeting Control	sgRNA076606	1
Non-Targeting Control	sgRNA077094	1
Non-Targeting Control	sgRNA077090	1
Non-Targeting Control	sgRNA076578	1
Non-Targeting Control	sgRNA076466	1
Non-Targeting Control	sgRNA076978	1
Non-Targeting Control	sgRNA076493	1
Non-Targeting Control	sgRNA077026	1
Non-Targeting Control	sgRNA076931	1
Non-Targeting Control	sgRNA076692	1
Non-Targeting Control	sgRNA077264	1
Non-Targeting Control	sgRNA076669	1
Non-Targeting Control	sgRNA076683	1
Non-Targeting Control	sgRNA076996	1
Non-Targeting Control	sgRNA077081	1
Non-Targeting Control	sgRNA077368	1
Non-Targeting Control	sgRNA076768	1
Non-Targeting Control	sgRNA076979	1
Non-Targeting Control	sgRNA076532	1
Non-Targeting Control	sgRNA077096	1
Non-Targeting Control	sgRNA076447	1
Non-Targeting Control	sgRNA076496	1
Non-Targeting Control	sgRNA076788	1
Non-Targeting Control	sgRNA077175	1
Non-Targeting Control	sgRNA076819	1
Non-Targeting Control	sgRNA076478	1
Non-Targeting Control	sgRNA076611	1
Non-Targeting Control	sgRNA076950	1
Non-Targeting Control	sgRNA077283	1
Non-Targeting Control	sgRNA077131	1
Non-Targeting Control	sgRNA076736	1
Non-Targeting Control	sgRNA076844	1
Non-Targeting Control	sgRNA076743	1
Non-Targeting Control	sgRNA077332	1
Non-Targeting Control	sgRNA077343	1
Non-Targeting Control	sgRNA077167	1
Non-Targeting Control	sgRNA076833	1
Non-Targeting Control	sgRNA077056	1
Non-Targeting Control	sgRNA076660	1
Non-Targeting Control	sgRNA076894	1
Non-Targeting Control	sgRNA076955	1
Non-Targeting Control	sgRNA076745	1
Non-Targeting Control	sgRNA077256	1
Non-Targeting Control	sgRNA076551	1
Non-Targeting Control	sgRNA076719	1
Non-Targeting Control	sgRNA077423	1
Non-Targeting Control	sgRNA077398	1
Non-Targeting Control	sgRNA077177	1
Non-Targeting Control	sgRNA077296	1
Non-Targeting Control	sgRNA077136	1
Non-Targeting Control	sgRNA076716	1
Non-Targeting Control	sgRNA077115	1
Non-Targeting Control	sgRNA076732	1
Non-Targeting Control	sgRNA076823	1
Non-Targeting Control	sgRNA076564	1
Non-Targeting Control	sgRNA077349	1
Non-Targeting Control	sgRNA076632	1
Non-Targeting Control	sgRNA076910	1
Non-Targeting Control	sgRNA077434	1
Non-Targeting Control	sgRNA076698	1
Non-Targeting Control	sgRNA076893	1
Non-Targeting Control	sgRNA077307	1
Non-Targeting Control	sgRNA076873	1
Non-Targeting Control	sgRNA077249	1
Non-Targeting Control	sgRNA076445	1
Non-Targeting Control	sgRNA076724	1
Non-Targeting Control	sgRNA076722	1
Non-Targeting Control	sgRNA077035	1
Non-Targeting Control	sgRNA076494	1
Non-Targeting Control	sgRNA076699	1
Non-Targeting Control	sgRNA077101	1
Non-Targeting Control	sgRNA076553	1
Non-Targeting Control	sgRNA077415	1
Non-Targeting Control	sgRNA076601	1
Non-Targeting Control	sgRNA077238	1
Non-Targeting Control	sgRNA076744	1
Non-Targeting Control	sgRNA076858	1
Non-Targeting Control	sgRNA076831	1
Non-Targeting Control	sgRNA077040	1
Non-Targeting Control	sgRNA076497	1
Non-Targeting Control	sgRNA076518	1
Non-Targeting Control	sgRNA077102	1
Non-Targeting Control	sgRNA077017	1
Non-Targeting Control	sgRNA077309	1
Non-Targeting Control	sgRNA076917	1
Non-Targeting Control	sgRNA077365	1
Non-Targeting Control	sgRNA077277	1
Non-Targeting Control	sgRNA076618	1
Non-Targeting Control	sgRNA077322	1
Non-Targeting Control	sgRNA076816	1
Non-Targeting Control	sgRNA076597	1
Non-Targeting Control	sgRNA076829	1
Non-Targeting Control	sgRNA077436	1
Non-Targeting Control	sgRNA076525	1
Non-Targeting Control	sgRNA077203	1
Non-Targeting Control	sgRNA077412	1
Non-Targeting Control	sgRNA076935	1
Non-Targeting Control	sgRNA077110	1
Non-Targeting Control	sgRNA077205	1
Non-Targeting Control	sgRNA077410	1
Non-Targeting Control	sgRNA076945	1
Non-Targeting Control	sgRNA076662	1
Non-Targeting Control	sgRNA076751	1
Non-Targeting Control	sgRNA077170	1
Non-Targeting Control	sgRNA076749	1
Non-Targeting Control	sgRNA076572	1
Non-Targeting Control	sgRNA076589	1
Non-Targeting Control	sgRNA076511	1
Non-Targeting Control	sgRNA077313	1
Non-Targeting Control	sgRNA076470	1
Non-Targeting Control	sgRNA076795	1
Non-Targeting Control	sgRNA076977	1
Non-Targeting Control	sgRNA077214	1
Non-Targeting Control	sgRNA077372	1
Non-Targeting Control	sgRNA077036	1
Non-Targeting Control	sgRNA077217	1
Non-Targeting Control	sgRNA077245	1
Non-Targeting Control	sgRNA077151	1
Non-Targeting Control	sgRNA077098	1
Non-Targeting Control	sgRNA077336	1
Non-Targeting Control	sgRNA077344	1
Non-Targeting Control	sgRNA077282	1
Non-Targeting Control	sgRNA077267	1
Non-Targeting Control	sgRNA077441	1
Non-Targeting Control	sgRNA076892	1
Non-Targeting Control	sgRNA076739	1
Non-Targeting Control	sgRNA077285	1
Non-Targeting Control	sgRNA077402	1
Non-Targeting Control	sgRNA076731	1
Non-Targeting Control	sgRNA077206	1
Non-Targeting Control	sgRNA077335	1
Non-Targeting Control	sgRNA076484	1
Non-Targeting Control	sgRNA076707	1
Non-Targeting Control	sgRNA076661	1
Non-Targeting Control	sgRNA076625	1
Non-Targeting Control	sgRNA076815	1
Non-Targeting Control	sgRNA076835	1
Non-Targeting Control	sgRNA077014	1
Non-Targeting Control	sgRNA077271	1
Non-Targeting Control	sgRNA076924	1
Non-Targeting Control	sgRNA077408	1
Non-Targeting Control	sgRNA076783	1
Non-Targeting Control	sgRNA077378	1
Non-Targeting Control	sgRNA077333	1
Non-Targeting Control	sgRNA076491	1
Non-Targeting Control	sgRNA077273	1
Non-Targeting Control	sgRNA076877	1
Non-Targeting Control	sgRNA077247	1
Non-Targeting Control	sgRNA076959	1
Non-Targeting Control	sgRNA077401	1
Non-Targeting Control	sgRNA076907	1
Non-Targeting Control	sgRNA077092	1
Non-Targeting Control	sgRNA076811	1
Non-Targeting Control	sgRNA076674	1
Non-Targeting Control	sgRNA076864	1
Non-Targeting Control	sgRNA076897	1
Non-Targeting Control	sgRNA076529	1
Non-Targeting Control	sgRNA076998	1
Non-Targeting Control	sgRNA076980	1
Non-Targeting Control	sgRNA077215	1
Non-Targeting Control	sgRNA077223	1
Non-Targeting Control	sgRNA076687	1
Non-Targeting Control	sgRNA077329	1
Non-Targeting Control	sgRNA076576	1
Non-Targeting Control	sgRNA077241	1
Non-Targeting Control	sgRNA076708	1
Non-Targeting Control	sgRNA076805	1
Non-Targeting Control	sgRNA076462	1
Non-Targeting Control	sgRNA076717	1
Non-Targeting Control	sgRNA077176	1
Non-Targeting Control	sgRNA077330	1
Non-Targeting Control	sgRNA077139	1
Non-Targeting Control	sgRNA076853	1
Non-Targeting Control	sgRNA077142	1
Non-Targeting Control	sgRNA076828	1
Non-Targeting Control	sgRNA076667	1
Non-Targeting Control	sgRNA077422	1
Non-Targeting Control	sgRNA076846	1
Non-Targeting Control	sgRNA076538	1
Non-Targeting Control	sgRNA076640	1
Non-Targeting Control	sgRNA076898	1
Non-Targeting Control	sgRNA077083	1
Non-Targeting Control	sgRNA077407	1
Non-Targeting Control	sgRNA076798	1
Non-Targeting Control	sgRNA076837	1
Non-Targeting Control	sgRNA077213	1
Non-Targeting Control	sgRNA077327	1
Non-Targeting Control	sgRNA076655	1
Non-Targeting Control	sgRNA077133	1
Non-Targeting Control	sgRNA076639	1
Non-Targeting Control	sgRNA077147	1
Non-Targeting Control	sgRNA077418	1
Non-Targeting Control	sgRNA077255	1
Non-Targeting Control	sgRNA077219	1
Non-Targeting Control	sgRNA077129	1
Non-Targeting Control	sgRNA076903	1
Non-Targeting Control	sgRNA076689	1
Non-Targeting Control	sgRNA077071	1
Non-Targeting Control	sgRNA077073	1
Non-Targeting Control	sgRNA076838	1
Non-Targeting Control	sgRNA076523	1
Non-Targeting Control	sgRNA077357	1
Non-Targeting Control	sgRNA076885	1
Non-Targeting Control	sgRNA077032	1
Non-Targeting Control	sgRNA076914	1
Non-Targeting Control	sgRNA077224	1
Non-Targeting Control	sgRNA076562	1
Non-Targeting Control	sgRNA077246	1
Non-Targeting Control	sgRNA077052	1
Non-Targeting Control	sgRNA077210	1
Non-Targeting Control	sgRNA076483	1
Non-Targeting Control	sgRNA077041	1
Non-Targeting Control	sgRNA077326	1
Non-Targeting Control	sgRNA076501	1
Non-Targeting Control	sgRNA076568	1
Non-Targeting Control	sgRNA076775	1
Non-Targeting Control	sgRNA077201	1
Non-Targeting Control	sgRNA076883	1
Non-Targeting Control	sgRNA077409	1
Non-Targeting Control	sgRNA076727	1
Non-Targeting Control	sgRNA077200	1
Non-Targeting Control	sgRNA076947	1
Non-Targeting Control	sgRNA077258	1
Non-Targeting Control	sgRNA077429	1
Non-Targeting Control	sgRNA076992	1
Non-Targeting Control	sgRNA076871	1
Non-Targeting Control	sgRNA076641	1
Non-Targeting Control	sgRNA076925	1
Non-Targeting Control	sgRNA076778	1
Non-Targeting Control	sgRNA076473	1
Non-Targeting Control	sgRNA077091	1
Non-Targeting Control	sgRNA077260	1
Non-Targeting Control	sgRNA076613	1
Non-Targeting Control	sgRNA076635	1
Non-Targeting Control	sgRNA076652	1
Non-Targeting Control	sgRNA076587	1
Non-Targeting Control	sgRNA076760	1
Non-Targeting Control	sgRNA077342	1
Non-Targeting Control	sgRNA077054	1
Non-Targeting Control	sgRNA076855	1
Non-Targeting Control	sgRNA077348	1
Non-Targeting Control	sgRNA076697	1
Non-Targeting Control	sgRNA076951	1
Non-Targeting Control	sgRNA077417	1
Non-Targeting Control	sgRNA076734	1
Non-Targeting Control	sgRNA077406	1
Non-Targeting Control	sgRNA077148	1
Non-Targeting Control	sgRNA077433	1
Non-Targeting Control	sgRNA076474	1
Non-Targeting Control	sgRNA077019	1
Non-Targeting Control	sgRNA076920	1
Non-Targeting Control	sgRNA077370	1
Non-Targeting Control	sgRNA076905	1
Non-Targeting Control	sgRNA076965	1
Non-Targeting Control	sgRNA076577	1
Non-Targeting Control	sgRNA077055	1
Non-Targeting Control	sgRNA076648	1
Non-Targeting Control	sgRNA077437	1
Non-Targeting Control	sgRNA076476	1
Non-Targeting Control	sgRNA077061	1
Non-Targeting Control	sgRNA077319	1
Non-Targeting Control	sgRNA076593	1
Non-Targeting Control	sgRNA076500	1
Non-Targeting Control	sgRNA077325	1
Non-Targeting Control	sgRNA076929	1
Non-Targeting Control	sgRNA077375	1
Non-Targeting Control	sgRNA076861	1
Non-Targeting Control	sgRNA076579	1
Non-Targeting Control	sgRNA076832	1
Non-Targeting Control	sgRNA077279	1
Non-Targeting Control	sgRNA077315	1
Non-Targeting Control	sgRNA076605	1
Non-Targeting Control	sgRNA076509	1
Non-Targeting Control	sgRNA077229	1
Non-Targeting Control	sgRNA076753	1
Non-Targeting Control	sgRNA076958	1
Non-Targeting Control	sgRNA077226	1
Non-Targeting Control	sgRNA077358	1
Non-Targeting Control	sgRNA077000	1
Non-Targeting Control	sgRNA076544	1
Non-Targeting Control	sgRNA077158	1
Non-Targeting Control	sgRNA076615	1
Non-Targeting Control	sgRNA077192	1
Non-Targeting Control	sgRNA076533	1
Non-Targeting Control	sgRNA076469	1
Non-Targeting Control	sgRNA077130	1
Non-Targeting Control	sgRNA077078	1
Non-Targeting Control	sgRNA076492	1
Non-Targeting Control	sgRNA077259	1
Non-Targeting Control	sgRNA076541	1
Non-Targeting Control	sgRNA076986	1
Non-Targeting Control	sgRNA076938	1
Non-Targeting Control	sgRNA076902	1
Non-Targeting Control	sgRNA076442	1
Non-Targeting Control	sgRNA076937	1
Non-Targeting Control	sgRNA076794	1
Non-Targeting Control	sgRNA077331	1
Non-Targeting Control	sgRNA077222	1
Non-Targeting Control	sgRNA076599	1
Non-Targeting Control	sgRNA076505	1
Non-Targeting Control	sgRNA077371	1
Non-Targeting Control	sgRNA076927	1
Non-Targeting Control	sgRNA076866	1
Non-Targeting Control	sgRNA076879	1
Non-Targeting Control	sgRNA076803	1
Non-Targeting Control	sgRNA076681	1
Non-Targeting Control	sgRNA077286	1
Non-Targeting Control	sgRNA076988	1
Non-Targeting Control	sgRNA076448	1
Non-Targeting Control	sgRNA077208	1
Non-Targeting Control	sgRNA077288	1
Non-Targeting Control	sgRNA076913	1
Non-Targeting Control	sgRNA076616	1
Non-Targeting Control	sgRNA076809	1
Non-Targeting Control	sgRNA076876	1
Non-Targeting Control	sgRNA077082	1
Non-Targeting Control	sgRNA076901	1
Non-Targeting Control	sgRNA076723	1
Non-Targeting Control	sgRNA077161	1
Non-Targeting Control	sgRNA077439	1
Non-Targeting Control	sgRNA076547	1
Non-Targeting Control	sgRNA076720	1
Non-Targeting Control	sgRNA077194	1
Non-Targeting Control	sgRNA077197	1
Non-Targeting Control	sgRNA077173	1
Non-Targeting Control	sgRNA076820	1
Non-Targeting Control	sgRNA076895	1
Non-Targeting Control	sgRNA077312	1
Non-Targeting Control	sgRNA076750	1
Non-Targeting Control	sgRNA076758	1
Non-Targeting Control	sgRNA077045	1
Non-Targeting Control	sgRNA077034	1
Non-Targeting Control	sgRNA077251	1
Non-Targeting Control	sgRNA076755	1
Non-Targeting Control	sgRNA076549	1
Non-Targeting Control	sgRNA076663	1
Non-Targeting Control	sgRNA076620	1
Non-Targeting Control	sgRNA076475	1
Non-Targeting Control	sgRNA076666	1
Non-Targeting Control	sgRNA076886	1
Non-Targeting Control	sgRNA076676	1
Non-Targeting Control	sgRNA076580	1
Non-Targeting Control	sgRNA076985	1
Non-Targeting Control	sgRNA076627	1
Non-Targeting Control	sgRNA077030	1
Non-Targeting Control	sgRNA077042	1
Non-Targeting Control	sgRNA076737	1
Non-Targeting Control	sgRNA076527	1
Non-Targeting Control	sgRNA076984	1
Non-Targeting Control	sgRNA076642	1
Non-Targeting Control	sgRNA076499	1
Non-Targeting Control	sgRNA076759	1
Non-Targeting Control	sgRNA076800	1
Non-Targeting Control	sgRNA076840	1
Non-Targeting Control	sgRNA076757	1
Non-Targeting Control	sgRNA076981	1
Non-Targeting Control	sgRNA077380	1
Non-Targeting Control	sgRNA076594	1
Non-Targeting Control	sgRNA076779	1
Non-Targeting Control	sgRNA077385	1
Non-Targeting Control	sgRNA076519	1
Non-Targeting Control	sgRNA076839	1
Non-Targeting Control	sgRNA077154	1
Non-Targeting Control	sgRNA077435	1
Non-Targeting Control	sgRNA077079	1
Non-Targeting Control	sgRNA077300	1
Non-Targeting Control	sgRNA076841	1
Non-Targeting Control	sgRNA076926	1
Non-Targeting Control	sgRNA077351	1
Non-Targeting Control	sgRNA076628	1
Non-Targeting Control	sgRNA076773	1
Non-Targeting Control	sgRNA077024	1
Non-Targeting Control	sgRNA077178	1
Non-Targeting Control	sgRNA077190	1
Non-Targeting Control	sgRNA077392	1
Non-Targeting Control	sgRNA076993	1
Non-Targeting Control	sgRNA076468	1
Non-Targeting Control	sgRNA076482	1
Non-Targeting Control	sgRNA077126	1
Non-Targeting Control	sgRNA077135	1
Non-Targeting Control	sgRNA076510	1
Non-Targeting Control	sgRNA076559	1
Non-Targeting Control	sgRNA076922	1
Non-Targeting Control	sgRNA076944	1
Non-Targeting Control	sgRNA076644	1
Non-Targeting Control	sgRNA076872	1
Non-Targeting Control	sgRNA077168	1
Non-Targeting Control	sgRNA077416	1
Non-Targeting Control	sgRNA077347	1
Non-Targeting Control	sgRNA076545	1
Non-Targeting Control	sgRNA076852	1
Non-Targeting Control	sgRNA077182	1
Non-Targeting Control	sgRNA076999	1
Non-Targeting Control	sgRNA076537	1
Non-Targeting Control	sgRNA077212	1
Non-Targeting Control	sgRNA077387	1
Non-Targeting Control	sgRNA076636	1
Non-Targeting Control	sgRNA076909	1
Non-Targeting Control	sgRNA077257	1
Non-Targeting Control	sgRNA076626	1
Non-Targeting Control	sgRNA077063	1
Non-Targeting Control	sgRNA076457	1
Non-Targeting Control	sgRNA076629	1
Non-Targeting Control	sgRNA077323	1
Non-Targeting Control	sgRNA076465	1
Non-Targeting Control	sgRNA076975	1
Non-Targeting Control	sgRNA077002	1
Non-Targeting Control	sgRNA077289	1
Non-Targeting Control	sgRNA076607	1
Non-Targeting Control	sgRNA076458	1
Non-Targeting Control	sgRNA076764	1
Non-Targeting Control	sgRNA076747	1
Non-Targeting Control	sgRNA076742	1
Non-Targeting Control	sgRNA077111	1
Non-Targeting Control	sgRNA076767	1
Non-Targeting Control	sgRNA076520	1
Non-Targeting Control	sgRNA076787	1
Non-Targeting Control	sgRNA077067	1
Non-Targeting Control	sgRNA076875	1
Non-Targeting Control	sgRNA076586	1
Non-Targeting Control	sgRNA077234	1
Non-Targeting Control	sgRNA076850	1
Non-Targeting Control	sgRNA076443	1
Non-Targeting Control	sgRNA076817	1
Non-Targeting Control	sgRNA076693	1
Non-Targeting Control	sgRNA077366	1
Non-Targeting Control	sgRNA077157	1
Non-Targeting Control	sgRNA076983	1
Non-Targeting Control	sgRNA076671	1
Non-Targeting Control	sgRNA076967	1
Non-Targeting Control	sgRNA077184	1
Non-Targeting Control	sgRNA077053	1
Non-Targeting Control	sgRNA076970	1
Non-Targeting Control	sgRNA076735	1
Non-Targeting Control	sgRNA077191	1
Non-Targeting Control	sgRNA077162	1
Non-Targeting Control	sgRNA076557	1
Non-Targeting Control	sgRNA077051	1
Non-Targeting Control	sgRNA076446	1
Non-Targeting Control	sgRNA076513	1
Non-Targeting Control	sgRNA077369	1
Non-Targeting Control	sgRNA077432	1
Non-Targeting Control	sgRNA077262	1
Non-Targeting Control	sgRNA077431	1
Non-Targeting Control	sgRNA076504	1
Non-Targeting Control	sgRNA076603	1
Non-Targeting Control	sgRNA077320	1
Non-Targeting Control	sgRNA076942	1
Non-Targeting Control	sgRNA076948	1
Non-Targeting Control	sgRNA077230	1
Non-Targeting Control	sgRNA076791	1
Non-Targeting Control	sgRNA077086	1
Non-Targeting Control	sgRNA077180	1
Non-Targeting Control	sgRNA077363	1
Non-Targeting Control	sgRNA076506	1
Non-Targeting Control	sgRNA076772	1
Non-Targeting Control	sgRNA077100	1
Non-Targeting Control	sgRNA076851	1
Non-Targeting Control	sgRNA077218	1
Non-Targeting Control	sgRNA076748	1
Non-Targeting Control	sgRNA076657	1
Non-Targeting Control	sgRNA077227	1
Non-Targeting Control	sgRNA076810	1
Non-Targeting Control	sgRNA077076	1
Non-Targeting Control	sgRNA077428	1
Non-Targeting Control	sgRNA077237	1
Non-Targeting Control	sgRNA076472	1
Non-Targeting Control	sgRNA076571	1
Non-Targeting Control	sgRNA076614	1
Non-Targeting Control	sgRNA077275	1
Non-Targeting Control	sgRNA077324	1
Non-Targeting Control	sgRNA077268	1
Non-Targeting Control	sgRNA076464	1
Non-Targeting Control	sgRNA076765	1
Non-Targeting Control	sgRNA077301	1
Non-Targeting Control	sgRNA076834	1
Non-Targeting Control	sgRNA076643	1
Non-Targeting Control	sgRNA076702	1
Non-Targeting Control	sgRNA077189	1
Non-Targeting Control	sgRNA077023	1
Non-Targeting Control	sgRNA076672	1
Non-Targeting Control	sgRNA077316	1
Non-Targeting Control	sgRNA077031	1
Non-Targeting Control	sgRNA077395	1
Non-Targeting Control	sgRNA076539	1
Non-Targeting Control	sgRNA077270	1
Non-Targeting Control	sgRNA077141	1
Non-Targeting Control	sgRNA076934	1
Non-Targeting Control	sgRNA077216	1
Non-Targeting Control	sgRNA076696	1
Non-Targeting Control	sgRNA077364	1
Non-Targeting Control	sgRNA077006	1
Non-Targeting Control	sgRNA076680	1
Non-Targeting Control	sgRNA077187	1
Non-Targeting Control	sgRNA077117	1
Non-Targeting Control	sgRNA076516	1
Non-Targeting Control	sgRNA076610	1
Non-Targeting Control	sgRNA076933	1
Non-Targeting Control	sgRNA076704	1
Non-Targeting Control	sgRNA077438	1
Non-Targeting Control	sgRNA077379	1
Non-Targeting Control	sgRNA076763	1
Non-Targeting Control	sgRNA076691	1
Non-Targeting Control	sgRNA077376	1
Non-Targeting Control	sgRNA077033	1
Non-Targeting Control	sgRNA076688	1
Non-Targeting Control	sgRNA076700	1
Non-Targeting Control	sgRNA077004	1
Non-Targeting Control	sgRNA076534	1
Non-Targeting Control	sgRNA077068	1
Non-Targeting Control	sgRNA077295	1
Non-Targeting Control	sgRNA076449	1
Non-Targeting Control	sgRNA076488	1
Non-Targeting Control	sgRNA076968	1
Non-Targeting Control	sgRNA077013	1
Non-Targeting Control	sgRNA076517	1
Non-Targeting Control	sgRNA076630	1
Non-Targeting Control	sgRNA076818	1
Non-Targeting Control	sgRNA076911	1
Non-Targeting Control	sgRNA077359	1
Non-Targeting Control	sgRNA076622	1
Non-Targeting Control	sgRNA076874	1
